,links
0,https://www.straitstimes.com/singapore/transport/new-acquisitions-drive-comfortdelgros-q1-earnings-up-62-to-704-million
1,https://www.straitstimes.com/singapore/transport/section-of-woodlands-centre-road-to-be-closed-for-overhead-bridge-demolition
2,https://www.straitstimes.com/singapore/transport/sbs-transits-q1-earnings-up-23-per-cent-on-better-margins-from-bus-contracts
3,https://www.straitstimes.com/singapore/transport/deals-on-sias-non-stop-flights-to-us-six-months-after-launch
4,https://www.straitstimes.com/singapore/transport/about-40000-left-behind-in-bus-driver-hands-it-to-police
5,https://www.straitstimes.com/singapore/transport/more-than-3700-offences-committed-under-active-mobility-act-over-past-year-says
6,https://www.straitstimes.com/singapore/transport/after-manila-launch-singapore-start-up-looks-to-bring-helicopter-sharing-service
7,https://www.straitstimes.com/singapore/transport/new-incentives-for-rail-commuters-in-congested-areas-who-choose-other-modes-of
8,https://www.straitstimes.com/singapore/transport/dyson-revs-up-hiring-for-singapore-electric-car-plant
9,https://www.straitstimes.com/singapore/transport/sia-changi-airport-group-most-sought-after-by-singapore-job-seekers-survey
10,https://www.straitstimes.com/singapore/transport/sia-a-380-lands-in-delhi-with-hydraulic-leak-in-nose-landing-gear-area
11,https://www.straitstimes.com/singapore/transport/no-fixed-low-fares-through-middlemen-says-gojek-warning-of-scams-on-social-media
12,https://www.straitstimes.com/singapore/transport/coes-end-mixed-in-latest-bidding-exercise
13,https://www.straitstimes.com/singapore/transport/gojek-driver-in-viral-kidnap-video-issued-warning-by-lta
14,https://www.straitstimes.com/singapore/transport/comfortdelgro-to-trial-dynamic-fares-from-may-15
15,https://www.straitstimes.com/singapore/transport/toyota-distributor-in-labour-mediation-after-proposed-sales-commission-cut
16,https://www.straitstimes.com/singapore/transport/tan-chong-motor-to-close-nissan-showroom-in-bukit-timah
17,https://www.straitstimes.com/singapore/transport/mrt-reliability-in-singapore-on-par-with-that-in-hk-taipei
18,https://www.straitstimes.com/singapore/transport/signs-posters-at-heart-zone-yishun-to-help-people-find-way-to-ktph-from-mrt
19,https://www.straitstimes.com/singapore/public-transport-council-to-have-5-new-faces
20,https://www.straitstimes.com/singapore/transport/firefly-aborts-landing-at-seletar-airport
21,https://www.straitstimes.com/singapore/transport/erp-charge-to-go-up-by-1-at-two-gantries-next-monday-morning
22,https://www.straitstimes.com/singapore/transport/scoot-to-stop-flying-to-four-cities-due-to-weak-demand-aircraft-shortage
23,https://www.straitstimes.com/singapore/transport/fresh-wave-of-resignations-of-hr-execs-hits-smrt
24,https://www.straitstimes.com/singapore/transport/3100-parking-fee-shock-jewel-changi-says-delivery-drivers-previous-exit-was-not
25,https://www.straitstimes.com/singapore/transport/shattered-glass-panel-at-chinatown-mrt-platform-replaced-says-sbs-transit
26,https://www.straitstimes.com/singapore/transport/singaporean-motorists-personal-data-possibly-exposed-in-loophole-on-malaysias
27,https://www.straitstimes.com/singapore/transport/fort-canning-link-and-tunnel-closed-for-a-week-from-saturday-for-smu-bridge
28,https://www.straitstimes.com/singapore/transport/comfortdelgro-to-slash-taxi-rental-in-return-for-15-of-cabbies-fare-takings
29,https://www.straitstimes.com/singapore/transport/comfortdelgro-group-appoints-three-women-directors
30,https://www.straitstimes.com/singapore/transport/lta-welcomes-redesigned-map-from-architect-will-unveil-its-own-version-later
31,https://www.straitstimes.com/singapore/transport/100-three-door-buses-to-join-public-fleet-from-next-year
32,https://www.straitstimes.com/singapore/transport/sbs-transit-extends-train-bus-services-on-eve-of-labour-day
33,https://www.straitstimes.com/singapore/transport/new-rail-facility-will-aim-to-reduce-mrt-line-testing-closures
34,https://www.straitstimes.com/singapore/transport/comfortdelgro-grows-aussie-footprint-with-a28m-purchase-of-nsw-bus-operator
35,https://www.straitstimes.com/singapore/transport/reclamation-works-for-first-phase-of-tuas-port-three-quarters-done
36,https://www.straitstimes.com/singapore/transport/tan-chong-opens-subaru-plant-in-thailand
37,https://www.straitstimes.com/singapore/transport/electric-vehicle-owners-can-pay-to-use-bluesg-chargers-from-today
38,https://www.straitstimes.com/singapore/transport/sbs-transit-appoints-former-bg-as-coo
39,https://www.straitstimes.com/singapore/transport/nea-not-ready-to-announce-plans-for-expiring-car-emissions-scheme
40,https://www.straitstimes.com/singapore/transport/about-one-in-three-motorcycles-at-least-15-years-old-scrapped-under-rebate
41,https://www.straitstimes.com/singapore/transport/ofo-loses-bicycle-sharing-licence-in-singapore
42,https://www.straitstimes.com/singapore/transport/coe-supply-to-shrink-by-35-for-may-july-period
43,https://www.straitstimes.com/singapore/transport/car-coes-continue-to-surge
44,https://www.straitstimes.com/singapore/transport/jewel-changi-airport-opens-its-doors-first-few-travellers-at-early-check-in
45,https://www.straitstimes.com/singapore/transport/80m-project-to-resurface-five-expressways-to-be-done-by-next-year
46,https://www.straitstimes.com/singapore/transport/comfortdelgro-stock-rallies-on-hopes-of-taxi-rail-turnaround
47,https://www.straitstimes.com/singapore/transport/jewel-changi-airport-set-to-be-icon-for-singapore-says-architect-moshe-safdie
48,https://www.straitstimes.com/singapore/transport/troubled-indian-carrier-jet-airways-suspends-all-services-to-singapore
49,https://www.straitstimes.com/singapore/transport/malaysian-carrier-firefly-makes-first-landing-at-seletar-airport-the-first-of
50,https://www.straitstimes.com/singapore/transport/jewel-changi-airport-ready-for-its-coming-out-party-and-plans-to-wow-500000
51,https://www.straitstimes.com/singapore/transport/foreign-plants-for-jewels-gardens-took-almost-3-years-to-procure-transport-and
52,https://www.straitstimes.com/singapore/transport/smes-in-ship-agency-and-harbour-craft-sectors-can-seek-grants-from-37-million
53,https://www.straitstimes.com/singapore/transport/shell-unveils-fuels-tailored-for-dirt-prone-modern-engines
54,https://www.straitstimes.com/singapore/transport/last-stage-of-circle-line-to-cost-a-lot-more-than-first-5-stages
55,https://www.straitstimes.com/singapore/transport/silkair-suspends-plans-to-transfer-14-b737-800s-to-scoot-while-b-737-max-remains
56,https://www.straitstimes.com/singapore/transport/ez-link-touch-n-go-to-launch-singdollar-ringgit-combi-card-in-q4-2019
57,https://www.straitstimes.com/singapore/transport/b-737-max-crashes-underscore-risks-but-this-does-not-mean-industry-should-reject
58,https://www.straitstimes.com/singapore/transport/challenges-that-will-require-singapore-to-rethink-maritime-strategy-chan-chun
59,https://www.straitstimes.com/singapore/transport/singapore-and-malaysia-aviation-authorities-will-work-together-on-gps-procedures
60,https://www.straitstimes.com/singapore/transport/three-new-maritime-e-navigation-initiatives-announced
61,https://www.straitstimes.com/singapore/transport/up-to-5-north-south-line-stations-to-close-on-vesak-day-long-weekend-for
62,https://www.straitstimes.com/singapore/transport/malaysia-and-singapore-suspend-implementation-of-overlapping-port-limits
63,https://www.straitstimes.com/singapore/transport/new-ride-hailing-firm-fastgo-apologises-after-accidentally-revealing-email
64,https://www.straitstimes.com/singapore/transport/singapore-and-malaysia-agreement-on-seletar-airport-will-see-firefly-resume
65,https://www.straitstimes.com/singapore/transport/human-security-radar-temporarily-deployed-at-jurong-east-mrt-station-lta
66,https://www.straitstimes.com/singapore/transport/motorists-say-no-change-in-waiting-time-at-checkpoints-as-clampdown-kicks-in
67,https://www.straitstimes.com/singapore/transport/lta-launches-digital-payment-scheme-for-public-transport
68,https://www.straitstimes.com/singapore/transport/car-dealers-set-up-own-online-portal-to-be-rolled-out-late-may
69,https://www.straitstimes.com/singapore/transport/50-malaysian-vehicles-turned-away-so-far-after-foreign-motorists-with
70,https://www.straitstimes.com/singapore/transport/lta-launches-10th-graciousness-campaign-messages-to-be-promoted-on-themed-trains
71,https://www.straitstimes.com/singapore/transport/coe-prices-close-higher-across-the-board
72,https://www.straitstimes.com/singapore/transport/lta-to-cancel-ofos-bike-sharing-licence-as-two-rival-firms-get-green-light
73,https://www.straitstimes.com/singapore/transport/chan-chun-sing-industry-experts-to-discuss-growth-strategies-at-singapore
74,https://www.straitstimes.com/singapore/transport/mpa-testing-predictive-technology-to-reduce-chances-of-ship-collisions
75,https://www.straitstimes.com/singapore/transport/sia-named-best-airline-in-the-world-by-tripadvisor-for-second-consecutive-year
76,https://www.straitstimes.com/singapore/transport/sia-grounds-several-boeing-787-10-jets-due-to-engine-issues
77,https://www.straitstimes.com/singapore/transport/american-e-scooter-giant-lime-names-singapore-as-asia-pacific-headquarters
78,https://www.straitstimes.com/singapore/transport/over-7900-ofo-bicycles-sold-off-in-public-auction
79,https://www.straitstimes.com/singapore/transport/commuters-can-pay-for-bus-or-train-fares-with-mastercard-contactless-bank-cards
80,https://www.straitstimes.com/singapore/transport/more-than-1000-get-to-walk-jog-cycle-and-enjoy-the-scenery-on-last-day-of-car
81,https://www.straitstimes.com/singapore/transport/grab-app-to-feature-public-transport-options-in-coming-months
82,https://www.straitstimes.com/singapore/transport/up-to-5-years-jail-and-100000-fine-for-pilots-who-drink-and-fly-says-caas
83,https://www.straitstimes.com/singapore/transport/changi-airport-bags-skytrax-best-airport-title-for-7th-straight-year
84,https://www.straitstimes.com/singapore/transport/singapore-kl-route-named-worlds-busiest-international-air-link-for-2nd-year
85,https://www.straitstimes.com/singapore/transport/more-than-40km-of-cycling-paths-to-be-built-in-five-hdb-towns
86,https://www.straitstimes.com/singapore/transport/sq-flight-from-mumbai-lands-safely-at-changi-airport-after-mid-air-bomb-hoax
87,https://www.straitstimes.com/singapore/transport/longer-train-wait-times-and-early-closures-at-selected-nsl-and-ewl-stations-for
88,https://www.straitstimes.com/singapore/transport/sia-apologises-for-cancelled-flight-after-plane-comes-into-contact-with
89,https://www.straitstimes.com/singapore/transport/no-change-for-now-to-silkair-b-737-max-8-order-of-31-more-planes
90,https://www.straitstimes.com/singapore/transport/new-ride-hailing-firm-fastgo-to-debut-here-in-april
91,https://www.straitstimes.com/singapore/transport/white-smoke-from-train-at-buona-vista-station-due-to-air-con-refrigerant-leak
92,https://www.straitstimes.com/singapore/transport/coe-prices-for-cars-increase-as-market-anticipates-a-smaller-quota
93,https://www.straitstimes.com/singapore/transport/new-lane-added-to-pie-ahead-of-changi-jewels-opening
94,https://www.straitstimes.com/singapore/transport/car-free-sunday-to-get-3-longer-weekend-editions-starting-with-march-29-to-31
95,https://www.straitstimes.com/singapore/transport/northbound-stretch-of-lornie-highway-to-open-on-april-19
96,https://www.straitstimes.com/singapore/transport/sats-staff-seen-fighting-on-changi-airport-tarmac-in-video
97,https://www.straitstimes.com/singapore/transport/new-safety-rules-for-grab-e-scooter-service-in-nus-including-mandatory-training
98,https://www.straitstimes.com/singapore/transport/train-service-disrupted-on-circle-line-on-friday-evening-after-signalling-fault
99,https://www.straitstimes.com/singapore/transport/carousell-changi-airport-group-investigating-attempts-to-sell-jewel-preview
100,https://www.straitstimes.com/singapore/transport/singapore-spending-130-million-on-trial-to-see-if-hybrid-and-electric-buses-are
101,https://www.straitstimes.com/singapore/transport/east-west-line-hit-by-major-delay-during-friday-morning-rush-hour
102,https://www.straitstimes.com/singapore/transport/bike-firm-ofo-allegedly-charged-dozens-of-users-without-authorisation-cases
103,https://www.straitstimes.com/singapore/transport/are-pilots-afraid-to-fly-a-key-question-to-ask-after-lion-air-ethiopian-airlines
104,https://www.straitstimes.com/singapore/transport/ofo-granted-more-time-to-remove-bicycles-from-public-spaces-lta
105,https://www.straitstimes.com/singapore/transport/passengers-of-scoot-flight-to-singapore-affected-by-18-hour-delay-flight
106,https://www.straitstimes.com/singapore/transport/work-resumes-on-collapsed-changi-viaduct
107,https://www.straitstimes.com/singapore/transport/new-heritage-trail-on-singapores-maritime-history-to-be-launched
108,https://www.straitstimes.com/singapore/transport/boeing-737-max-grounding-asian-regulators-lead-the-way-as-balance-of-power
109,https://www.straitstimes.com/singapore/transport/what-could-have-caused-mondays-incident-of-train-moving-with-open-door
110,https://www.straitstimes.com/singapore/transport/new-carpooling-service-in-telegram-chat-group-draws-1300-members-in-2-weeks
111,https://www.straitstimes.com/singapore/transport/all-silkair-boeing-737-max-8-flights-suspended-as-of-tuesday-morning-sia
112,https://www.straitstimes.com/singapore/transport/mrt-train-leaves-ang-mo-kio-station-with-door-open-station-manager-suspended
113,https://www.straitstimes.com/singapore/transport/singapore-suspends-operations-of-all-boeing-737-max-planes-after-ethiopian
114,https://www.straitstimes.com/singapore/transport/mobike-applies-to-lta-to-withdraw-from-singapore
115,https://www.straitstimes.com/singapore/transport/ready-to-eat-meals-that-can-be-kept-for-6-to-24-months-part-of-25m-investment-by
116,https://www.straitstimes.com/singapore/transport/silkair-monitoring-ethiopian-airlines-crash-amid-concerns-over-737-max-8-planes
117,https://www.straitstimes.com/singapore/transport/mrt-stations-between-dhoby-ghaut-and-harbourfront-on-nel-to-close-earlier-on
118,https://www.straitstimes.com/singapore/transport/upgraded-changi-airport-terminal-3-basement-features-new-event-space-and-indoor
119,https://www.straitstimes.com/singapore/transport-minister-khaw-boon-wan-discharged-a-week-after-surgery-on-fractured-arm
120,https://www.straitstimes.com/singapore/transport/cycling-routes-to-link-geylang-and-queenstown-to-city-by-next-year
121,https://www.straitstimes.com/politics/parliament-new-simplygo-system-to-let-bank-cards-double-up-as-public-transport-travel-cards
122,https://www.straitstimes.com/singapore/transport/hume-mrt-station-to-open-by-2025-says-janil-puthucheary
123,https://www.straitstimes.com/politics/parliament-inclusivity-to-be-key-feature-of-future-public-transport-priority-cabins-on-mrt
124,https://www.straitstimes.com/singapore/transport/maritime-drone-testing-area-to-be-set-up-near-marina-south-pier
125,https://www.straitstimes.com/politics/parliament-vivian-explains-what-planners-are-doing-to-keep-costs-of-transport-system-down
126,https://www.straitstimes.com/singapore/transport/jewel-changi-airport-to-open-on-april-17
127,https://www.straitstimes.com/singapore/transport/more-bus-stops-to-get-wider-seats-and-seats-with-arm-rests-lta
128,https://www.straitstimes.com/singapore/transport/coe-prices-end-mostly-higher-0
129,https://www.straitstimes.com/singapore/transport/grab-lands-us146bn-in-fresh-funds-raising-coffers-to-us8bn-0
130,https://www.straitstimes.com/singapore/transport/signalling-fault-causes-delay-on-downtown-line-commuters-to-add-10-minutes
131,https://www.straitstimes.com/singapore/transport/singapore-stands-out-in-terms-of-strategy-for-autonomous-vehicles-volvo
132,https://www.straitstimes.com/singapore/transport/asean-must-continue-to-work-towards-single-shipping-market
133,https://www.straitstimes.com/singapore/transport/ntu-and-volvo-launch-worlds-first-full-sized-autonomous-electric-bus-for-trial
134,https://www.straitstimes.com/singapore/transport/grab-users-can-soon-cancel-rides-within-5-minutes-for-free-under-new-policy
135,https://www.straitstimes.com/singapore/transport/many-parents-not-using-car-child-restraints-while-travelling-with-children-in
136,https://www.straitstimes.com/singapore/transport/insurers-offer-10000-reward-to-combat-fraud
137,https://www.straitstimes.com/singapore/transport/second-firm-charged-with-illegally-offering-shared-pmds
138,https://www.straitstimes.com/singapore/transport/smrt-bus-captain-suspended-after-driving-against-traffic-along-victoria-street
139,https://www.straitstimes.com/singapore/transport-minister-khaw-boon-wan-fully-prepared-for-surgery-on-friday
140,https://www.straitstimes.com/singapore/transport/sia-flights-to-london-frankfurt-stop-halfway-for-refuelling-to-avoid-pakistan
141,https://www.straitstimes.com/singapore/transport/aerospace-firm-bombardier-to-quadruple-size-of-singapore-service-centre
142,https://www.straitstimes.com/singapore/transport/6000-trips-using-on-demand-public-buses-in-first-two-months-of-trial
143,https://www.straitstimes.com/singapore/khaw-boon-wan-breaks-arm-in-fall-vivian-balakrishnan-to-act-as-transport-minister
144,https://www.straitstimes.com/singapore/transport/commuters-less-satisfied-with-private-hire-cars-in-2018-ptc-survey-shows
145,https://www.straitstimes.com/singapore/transport/2-local-start-ups-face-charges-over-illegally-offering-shared-pmds
146,https://www.straitstimes.com/singapore/transport/record-number-of-motorists-keeping-car-beyond-10-years
147,https://www.straitstimes.com/singapore/transport/coes-end-mostly-higher-in-latest-tender
148,https://www.straitstimes.com/singapore/transport/diesel-duty-at-pumps-doubles-to-20-cents-per-litre
149,https://www.straitstimes.com/singapore/transport/e-scooter-rider-taken-to-hospital-after-accident-with-van-at-woodlands-ave-9
150,https://www.straitstimes.com/singapore/transport/man-taken-to-hospital-after-being-hit-by-bus-in-chinatown
151,https://www.straitstimes.com/singapore/transport/lta-suspends-ofos-bike-sharing-licence-over-failure-to-meet-regulations
152,https://www.straitstimes.com/singapore/transport/sbs-transit-wont-embark-on-global-search-for-next-ceo-chairman
153,https://www.straitstimes.com/singapore/transport/cdelgro-posts-profit-growth-despite-continued-slide-in-taxi-performance
154,https://www.straitstimes.com/singapore/transport/bus-and-train-ridership-up-taxi-rides-down
155,https://www.straitstimes.com/singapore/transport/commuters-happier-with-buses-trains-in-2018
156,https://www.straitstimes.com/singapore/transport/buses-prove-just-the-ticket-as-sbs-transit-profit-soars-70-to-80m
157,https://www.straitstimes.com/singapore/transport/14-companies-vying-for-pmd-sharing-licence
158,https://www.straitstimes.com/singapore/transport/no-erp-charges-for-upper-bukit-timah-road-2-gantries-at-marina-coastal
159,https://www.straitstimes.com/singapore/transport/sia-captain-stewardess-grounded-after-she-sat-in-first-officers-chair-and-he
160,https://www.straitstimes.com/singapore/transport/mrt-network-hits-new-reliability-standard
161,https://www.straitstimes.com/singapore/transport/vicom-declares-special-dividend-on-31-jump-in-profit
162,https://www.straitstimes.com/singapore/transport/obikes-new-costa-rican-owner-applies-for-licence-to-run-pmd-services-under-new
163,https://www.straitstimes.com/singapore/transport/silkair-picks-irish-seat-maker-to-upgrade-cabins-ahead-of-merger-with-sia
164,https://www.straitstimes.com/singapore/transport/siemens-lands-111m-deal-to-supply-power-systems-for-2-mrt-extensions
165,https://www.straitstimes.com/singapore/transport/coes-end-mostly-higher
166,https://www.straitstimes.com/singapore/transport/parallel-imported-cars-lose-more-ground-as-tighter-emission-rules-bite
167,https://www.straitstimes.com/singapore/transport/singapore-gets-tough-on-pilots-who-drink-and-fly-plans-for-random-alcohol
168,https://www.straitstimes.com/singapore/transport/personal-mobility-device-users-stopped-devices-impounded-in-sengkang-enforcement
169,https://www.straitstimes.com/singapore/transport/foreign-motorists-with-outstanding-fines-could-be-denied-entry-to-singapore-from
170,https://www.straitstimes.com/singapore/transport/photo-exhibition-showcases-construction-works-on-thomson-east-coast-line
171,https://www.straitstimes.com/singapore/transport/sia-girl-still-relevant-after-50-years-airline-says-after-brand-review-and
172,https://www.straitstimes.com/singapore/transport/lta-trials-new-app-for-commuters-with-special-needs
173,https://www.straitstimes.com/singapore/transport/6159-million-contract-awarded-for-north-south-corridor
174,https://www.straitstimes.com/singapore/transport/sia-chief-says-the-airlines-digital-push-is-not-a-substitute-for-service
175,https://www.straitstimes.com/singapore/transport/no-train-service-between-telok-blangah-and-harbourfront-on-circle-line-due-to
176,https://www.straitstimes.com/singapore/transport/super-luxe-car-sales-zoom-ahead-of-the-masses
177,https://www.straitstimes.com/singapore/transport/speed-limit-for-eight-seater-cars-to-be-raised-higher-speeds-likely-for-hefty
178,https://www.straitstimes.com/singapore/transport/changi-airport-handles-all-time-high-of-656m-passengers-in-2018-traffic-increase
179,https://www.straitstimes.com/singapore/transport/ryde-secures-new-round-of-funding-names-new-chairman
180,https://www.straitstimes.com/singapore/transport/singtel-to-develop-cyber-security-solutions-for-self-driving-vehicles-with
181,https://www.straitstimes.com/singapore/transport/3-people-taken-to-hospital-after-accident-between-cement-mixer-truck-and-2-cars
182,https://www.straitstimes.com/singapore/transport/hdt-taxi-drivers-to-get-training-in-digital-skills-extra-mentoring-pay-under-new
183,https://www.straitstimes.com/singapore/transport/free-safety-course-for-cyclists-e-scooter-users-to-continue-throughout-this-year
184,https://www.straitstimes.com/singapore/transport/car-dealers-warn-of-2-men-making-bogus-purchases-at-least-4-showrooms-affected
185,https://www.straitstimes.com/singapore/transport/first-phase-of-cross-island-mrt-line-finalised-will-have-12-stations
186,https://www.straitstimes.com/singapore/transport/lta-to-streamline-rules-governing-taxis-private-hire-cars
